Clan,Session,LOCATION,DAY,MONTH,YEAR,DATE,START,STOP,hyena_count,lion_count,food_present,no_intx_yes_no,numMobs,SessLength
talek,50469,o,23,12,2004,38344,18:14,18:19,1,3,0,1,NaN,5
talek,50561,k,30,12,2004,38351,6:03,6:10,4,1,1,1,0,7
talek,50664,o,5,1,2005,38357,5:55,6:07,8,2,0,1,NaN,12
talek,50675,o,5,1,2005,38357,7:14,7:23,3,3,0,1,NaN,9
talek,50720,k,7,1,2005,38359,6:40,7:31,12,6,1,0,0,51
talek,50886,o,16,1,2005,38368,6:13,6:38,14,2,0,1,NaN,25
talek,50887,k,16,1,2005,38368,7:15,7:30,6,10,1,1,NaN,15
talek,51068,k,25,1,2005,38377,5:51,6:41,20,5,1,0,1,50
talek,51109,o,27,1,2005,38379,7:19,7:24,1,8,0,1,NaN,5
talek,51149,o,29,1,2005,38381,7:32,7:37,1,4,0,1,NaN,5
talek,51306,k,11,2,2005,38394,16:11,17:44,16,1,1,0,1,93
talek,51596,c,5,3,2005,38416,6:14,7:10,28,1,0,0,2,56
talek,51756,o,12,3,2005,38423,6:42,7:27,15,6,0,1,NaN,45
talek,51854,o,17,3,2005,38428,6:11,6:48,18,9,0,1,NaN,37
talek,52021,c,30,3,2005,38441,18:50,19:06,11,3,0,1,NaN,16
talek,52200,c,15,4,2005,38457,6:18,6:25,5,7,1,1,NaN,7
talek,52215,k,16,4,2005,38458,6:13,6:26,13,7,1,1,NaN,13
talek,52231,o,17,4,2005,38459,18:16,18:21,2,4,0,1,NaN,5
talek,52329,o,24,4,2005,38466,7:15,7:20,7,8,0,1,NaN,5
talek,52344,o,25,4,2005,38467,18:31,18:36,1,7,0,1,NaN,5
talek,52684,o,7,5,2005,38479,6:22,7:00,6,NaN,0,1,NaN,38
talek,52875,o,1,6,2005,38504,18:19,18:33,2,1,0,1,NaN,14
talek,53014,k,11,6,2005,38514,6:12,6:41,5,9,1,1,NaN,29
talek,53055,c,15,6,2005,38518,6:46,7:17,9,1,1,1,NaN,31
talek,53057,k,15,6,2005,38518,6:16,7:04,15,9,1,0,1,48
talek,53065,k,15,6,2005,38518,19:02,19:17,19,1,1,0,0,15
talek,53074,k,16,6,2005,38519,6:10,7:46,17,1,1,0,2,96
talek,53110,k,18,6,2005,38521,6:03,7:45,40,12,1,0,3,102
talek,53124,o,19,6,2005,38522,18:08,18:24,11,1,0,1,NaN,16
talek,53277,k,3,7,2005,38536,6:22,6:40,4,8,1,1,NaN,18
talek,53495,c,25,7,2005,38558,7:00,7:24,3,2,1,1,NaN,24
talek,53581,k,30,7,2005,38563,6:16,7:14,16,12,1,0,0,58
talek,53591,o,30,7,2005,38563,18:04,18:38,23,6,0,1,NaN,34
talek,53594,o,30,7,2005,38563,19:04,19:15,14,3,0,1,NaN,11
talek,53639,k,5,8,2005,38569,6:54,7:04,7,8,1,1,NaN,10
talek,53731,o,9,8,2005,38573,6:18,6:47,23,2,0,1,NaN,29
talek,53827,o,12,8,2005,38576,6:44,6:49,1,1,0,1,NaN,5
talek,53843,o,12,8,2005,38576,18:36,18:58,5,2,0,1,NaN,22
talek,53858,o,13,8,2005,38577,7:22,7:27,5,1,0,1,NaN,5
talek,53992,k,20,8,2005,38584,6:10,8:00,25,3,1,0,2,110
talek,54209,o,6,9,2005,38601,7:37,8:03,4,1,0,1,NaN,26
talek,54390,k,17,9,2005,38612,7:11,8:13,13,1,1,0,7,62
talek,55002,o,2,11,2005,38658,18:20,19:08,2,6,0,1,NaN,48
talek,55171,k,17,11,2005,38673,6:47,6:55,1,2,1,1,0,8
talek,55583,o,15,12,2005,38701,6:53,6:58,1,6,0,1,NaN,5
talek,55625,k,17,12,2005,38703,7:25,7:48,5,6,1,0,1,23
talek,56284,k,23,1,2006,38740,18:18,19:48,25,5,1,0,2,90
talek,56287,o,23,1,2006,38740,18:30,18:41,6,1,0,1,NaN,11
talek,56289,o,24,1,2006,38741,6:19,6:50,37,1,0,0,2,31
talek,56968,o,23,3,2006,38799,17:07,18:00,2,10,0,1,NaN,53
talek,57064,k,30,3,2006,38806,18:41,19:19,23,6,1,0,4,38
talek,57106,k,2,4,2006,38809,7:02,7:37,6,4,1,0,3,35
talek,57426,o,23,4,2006,38830,6:17,6:48,3,1,0,1,NaN,31
talek,57429,o,23,4,2006,38830,7:10,7:32,4,3,0,1,NaN,22
talek,57440,o,23,4,2006,38830,18:24,18:34,3,5,0,1,NaN,10
talek,57449,o,25,4,2006,38832,17:32,17:55,5,5,0,1,NaN,23
talek,57480,k,27,4,2006,38834,6:05,7:33,21,6,1,0,3,88
talek,57520,o,29,4,2006,38836,8:59,9:08,2,2,0,1,NaN,9
talek,57574,o,2,5,2006,38839,18:16,18:28,1,6,0,1,NaN,12
talek,57668,o,9,5,2006,38846,6:46,7:09,7,4,0,1,NaN,23
talek,57764,k,14,5,2006,38851,6:48,7:11,5,7,1,1,NaN,23
talek,57811,o,22,5,2006,38859,18:06,18:16,1,5,0,1,NaN,10
talek,57854,o,24,5,2006,38861,16:18,16:33,1,1,0,1,NaN,15
talek,57947,k,29,5,2006,38866,6:16,7:47,16,3,1,0,0,91
talek,57957,k,29,5,2006,38866,18:32,18:53,1,2,1,1,NaN,21
talek,57990,o,31,5,2006,38868,6:36,6:41,1,4,0,1,NaN,5
talek,57999,o,31,5,2006,38868,18:14,18:25,4,2,1,0,1,11
talek,58014,k,1,6,2006,38869,17:55,18:20,2,4,1,0,0,25
talek,58038,d,4,6,2006,38872,6:15,8:02,26,9,1,0,3,107
talek,58097,o,7,6,2006,38875,6:53,7:08,4,5,0,1,NaN,15
talek,58193,k,11,6,2006,38879,17:29,18:49,23,1,1,0,1,80
talek,58235,o,14,6,2006,38882,7:59,8:06,1,1,0,1,NaN,7
talek,58286,o,17,6,2006,38885,6:07,6:34,7,1,0,1,NaN,27
talek,58472,k,2,7,2006,38900,7:15,7:27,1,3,1,1,NaN,12
talek,58980,o,13,8,2006,38942,7:47,7:52,1,5,0,1,NaN,5
talek,59051,o,19,8,2006,38948,6:11,7:16,26,1,0,0,0,65
talek,59956,o,27,2,2007,39140,7:58,8:03,1,9,0,1,NaN,5
talek,60071,k,12,3,2007,39153,20:42,21:06,1,9,1,1,NaN,24
talek,60232,o,7,4,2007,39179,9:36,10:00,1,3,0,0,0,24
talek,60238,o,7,4,2007,39179,19:11,19:27,2,4,0,1,NaN,16
talek,60278,o,24,4,2007,39196,18:32,19:06,2,4,0,1,NaN,34
talek,60348,o,2,5,2007,39204,7:14,7:19,1,1,1,1,NaN,5
talek,60455,o,23,5,2007,39225,6:07,6:32,2,3,0,1,NaN,25
talek,60953,d,5,8,2007,39299,7:06,7:42,14,3,0,0,2,36
talek,60968,o,16,8,2007,39310,8:15,9:07,14,1,0,1,NaN,52
talek,61001,k,22,8,2007,39316,6:55,8:38,25,6,1,0,3,103
talek,61203,c,26,9,2007,39351,18:25,18:42,5,7,1,1,NaN,17
talek,61582,c,14,11,2007,39400,6:07,6:48,16,2,1,0,0,41
talek,61708,k,3,12,2007,39419,6:10,6:21,9,1,1,1,NaN,11
talek,61877,k,16,1,2008,39463,6:30,7:05,7,18,1,1,0,35
talek,61944,o,26,1,2008,39473,18:42,18:47,2,1,0,1,NaN,5
talek,61950,o,27,1,2008,39474,7:29,8:46,28,8,0,0,3,77
talek,61957,c,27,1,2008,39474,18:57,19:09,13,1,1,1,NaN,12
talek,61959,o,28,1,2008,39475,8:03,8:08,4,1,0,1,NaN,5
talek,62011,k,6,2,2008,39484,6:48,6:53,1,6,1,1,NaN,5
talek,62017,k,6,2,2008,39484,9:49,9:54,16,2,1,1,NaN,5
talek,62018,o,6,2,2008,39484,10:05,10:10,7,5,0,1,NaN,5
talek,62049,o,13,2,2008,39491,6:59,7:04,2,1,0,1,NaN,5
talek,62229,o,22,3,2008,39529,6:33,7:20,15,1,0,1,0,47
talek,62232,k,23,3,2008,39530,6:27,6:57,25,16,1,1,0,30
talek,62244,k,25,3,2008,39532,6:29,6:34,2,9,1,1,0,5
talek,62245,o,25,3,2008,39532,6:39,6:44,2,15,0,1,NaN,5
talek,62246,o,25,3,2008,39532,6:45,6:50,4,1,0,1,NaN,5
talek,62253,o,25,3,2008,39532,18:23,18:28,4,1,0,1,NaN,5
talek,62255,k,25,3,2008,39532,18:31,19:41,18,4,1,0,1,70
talek,62264,o,26,3,2008,39533,18:04,18:12,7,1,0,1,NaN,8
talek,62375,o,11,4,2008,39549,18:47,19:30,NaN,1,0,0,0,43
talek,62413,k,14,4,2008,39552,6:07,6:33,5,11,1,0,0,26
talek,62438,k,16,4,2008,39554,6:19,6:24,1,10,1,1,NaN,5
talek,62520,o,24,4,2008,39562,19:12,19:17,2,8,0,1,NaN,5
talek,62668,o,19,5,2008,39587,18:34,18:39,2,2,0,1,NaN,5
talek,62860,o,12,6,2008,39611,18:18,18:31,4,2,0,1,0,13
talek,62861,o,12,6,2008,39611,18:33,18:40,3,2,0,0,0,7
talek,63213,o,30,7,2008,39659,5:48,5:53,3,8,0,1,NaN,5
talek,63323,k,12,8,2008,39672,6:18,7:35,12,2,1,0,2,77
talek,63348,k,14,8,2008,39674,6:54,7:43,14,1,1,1,NaN,49
talek,63638,k,30,9,2008,39721,17:33,17:38,1,1,1,1,NaN,5
talek,64183,o,18,11,2008,39770,6:50,7:07,2,6,0,1,NaN,17
talek,64205,o,19,11,2008,39771,6:14,6:28,6,1,0,0,1,14
talek,64207,o,19,11,2008,39771,6:36,6:41,7,1,0,1,NaN,5
talek,64258,o,3,12,2008,39785,6:49,7:08,6,5,0,0,1,19
talek,64288,o,4,12,2008,39786,6:38,6:43,1,2,0,1,NaN,5
talek,64374,o,8,12,2008,39790,18:36,18:41,2,2,0,1,NaN,5
talek,64386,k,9,12,2008,39791,5:59,7:03,23,6,0,0,2,64
talek,64446,o,13,12,2008,39795,6:45,6:50,2,1,0,1,NaN,5
talek,64477,o,15,12,2008,39797,6:22,7:27,15,8,0,1,0,65
talek,64548,o,21,12,2008,39803,18:05,18:10,1,3,0,1,NaN,5
talek,64570,k,23,12,2008,39805,5:31,5:46,4,12,1,1,NaN,15
talek,64651,k,30,12,2008,39812,5:52,7:38,21,6,0,1,0,106
talek,65063,o,18,2,2009,39862,6:42,7:59,9,3,0,1,NaN,77
talek,65338,k,26,5,2009,39959,17:09,18:18,20,1,1,1,NaN,69
talek,65409,k,31,5,2009,39964,18:33,18:48,1,1,1,1,NaN,15
talek,65510,o,10,6,2009,39974,6:47,6:52,1,2,0,1,NaN,5
talek,65532,o,11,6,2009,39975,19:17,19:56,11,8,0,0,0,39
talek,65544,k,12,6,2009,39976,17:32,19:02,29,1,1,0,1,90
talek,65664,o,21,6,2009,39985,18:00,18:05,3,1,0,1,NaN,5
talek,66369,k,19,8,2009,40044,6:56,7:01,2,5,1,1,NaN,5
talek,66407,o,21,8,2009,40046,6:49,8:18,22,3,0,0,0,89
talek,66419,k,22,8,2009,40047,8:40,8:48,21,3,1,0,0,8
talek,66446,o,23,8,2009,40048,18:58,19:03,2,4,0,1,0,5
talek,66471,o,25,8,2009,40050,19:01,19:18,18,2,0,0,1,17
talek,67174,o,16,10,2009,40102,8:34,8:39,2,3,0,1,NaN,5
talek,67607,o,26,11,2009,40143,7:18,7:29,5,2,0,0,1,11
talek,67623,o,28,11,2009,40145,6:20,7:26,18,7,0,0,4,66
talek,67624,o,28,11,2009,40145,7:40,7:48,13,1,0,1,0,8
talek,67637,k,29,11,2009,40146,7:04,7:24,1,1,1,1,NaN,20
talek,67745,o,7,12,2009,40154,8:00,8:29,5,1,0,1,0,29
talek,67756,k,8,12,2009,40155,18:19,18:47,6,1,0,0,2,28
talek,67763,k,10,12,2009,40157,5:54,6:41,32,4,1,0,0,47
talek,67880,o,22,12,2009,40169,6:59,7:39,20,1,0,0,4,40
talek,67916,c,24,12,2009,40171,8:15,8:32,6,2,1,1,NaN,17
talek,67921,o,27,12,2009,40174,6:57,7:02,1,1,0,1,NaN,5
talek,68053,o,17,1,2010,40195,5:27,5:34,1,3,0,0,0,7
talek,68074,o,20,1,2010,40198,6:33,6:43,5,3,0,1,NaN,10
talek,68344,o,6,2,2010,40215,17:37,17:42,1,1,0,1,NaN,5
talek,68365,o,7,2,2010,40216,18:24,18:29,2,1,0,1,NaN,5
talek,68432,k,11,2,2010,40220,19:01,19:06,2,9,1,1,NaN,5
talek,68488,o,22,2,2010,40231,6:57,7:02,1,1,0,1,NaN,5
talek,68701,o,19,3,2010,40256,19:49,19:54,1,1,0,1,NaN,5
talek,68743,c,23,3,2010,40260,18:20,18:53,9,2,1,1,NaN,33
talek,68867,o,30,3,2010,40267,7:44,7:51,4,2,0,0,0,7
talek,68911,o,2,4,2010,40270,19:38,19:43,3,1,0,1,NaN,5
talek,68931,o,3,4,2010,40271,17:48,17:55,7,1,0,1,NaN,7
talek,68937,o,3,4,2010,40271,18:25,18:30,1,3,0,1,NaN,5
talek,69037,k,9,4,2010,40277,9:23,10:15,12,2,1,0,1,52
talek,69126,o,16,4,2010,40284,5:56,6:01,1,1,0,1,NaN,5
talek,69173,k,20,4,2010,40288,7:33,8:21,23,6,1,0,0,48
talek,69255,o,26,4,2010,40294,7:47,7:52,1,5,0,1,NaN,5
talek,69384,k,30,4,2010,40298,17:43,18:59,39,3,0,0,2,76
talek,69528,o,6,5,2010,40304,17:43,17:48,2,4,0,1,NaN,5
talek,69549,c,8,5,2010,40306,18:08,18:14,4,1,0,0,0,6
talek,69604,k,16,5,2010,40314,18:22,19:08,23,1,1,0,2,46
talek,69651,o,20,5,2010,40318,7:08,7:24,2,9,0,0,0,16
talek,69678,o,21,5,2010,40319,6:09,6:22,5,1,0,1,NaN,13
talek,69755,o,24,5,2010,40322,6:17,6:22,1,1,0,1,NaN,5
talek,69760,k,24,5,2010,40322,8:58,9:03,3,1,1,1,NaN,5
talek,69794,o,27,5,2010,40325,7:25,7:33,1,4,0,1,0,8
talek,69969,o,7,6,2010,40336,17:22,17:32,NaN,NaN,0,0,NaN,10
talek,70073,o,13,6,2010,40342,18:00,18:05,2,1,0,0,0,5
talek,70078,k,13,6,2010,40342,19:16,19:40,10,1,1,0,0,24
talek,70141,k,17,6,2010,40346,6:00,7:39,36,3,1,0,1,99
talek,70179,k,18,6,2010,40347,7:08,8:00,18,3,1,0,2,52
talek,70184,k,18,6,2010,40347,8:38,8:52,9,1,1,0,0,14
talek,71475,c,9,11,2010,40491,19:00,19:09,10,2,0,0,0,9
talek,71681,k,12,12,2010,40524,6:16,8:28,20,3,1,0,3,132
talek,72105,o,4,2,2011,40578,18:23,19:33,3,2,0,0,0,70
talek,72258,d,28,2,2011,40602,7:52,8:03,3,2,0,0,0,11
talek,72266,o,28,2,2011,40602,18:36,19:15,10,2,0,0,0,39
talek,72320,k,5,3,2011,40607,6:27,8:18,41,3,1,0,2,111
talek,72506,k,7,4,2011,40640,18:34,18:56,1,17,1,1,NaN,22
talek,72524,k,8,4,2011,40641,7:01,7:45,15,14,1,1,0,44
talek,72826,o,9,5,2011,40672,19:05,19:10,3,2,0,1,NaN,5
talek,72963,k,18,5,2011,40681,18:57,19:20,7,1,1,1,0,23
talek,73124,k,1,6,2011,40695,6:00,9:09,25,20,1,0,0,189
talek,73151,c,2,6,2011,40696,7:07,7:12,2,4,1,1,NaN,5
talek,74336,k,20,9,2011,40806,8:01,8:06,1,3,1,1,NaN,5
talek,74551,o,11,10,2011,40827,7:45,8:21,30,1,0,1,NaN,36
talek,74674,c,24,10,2011,40840,5:49,7:37,28,1,1,0,0,108
talek,74888,k,18,11,2011,40865,19:35,19:42,3,1,1,0,1,7
talek,75684,c,3,2,2012,40942,7:19,7:46,2,6,1,0,0,27
talek,75951,c,25,2,2012,40964,6:19,7:03,48,11,0,0,3,44
talek,76041,o,2,3,2012,40970,7:17,7:32,3,12,0,0,0,15
talek,76330.1,k,23,3,2012,40991,5:20,5:42,19,3,1,1,NaN,22
talek,76598,k,5,5,2012,41034,16:33,16:38,1,5,1,1,NaN,5
talek,76692,o,18,5,2012,41047,17:37,17:42,1,2,0,1,NaN,5
talek,76694,o,18,5,2012,41047,17:43,17:48,1,2,0,1,NaN,5
talek,76723,o,19,5,2012,41048,17:57,18:02,2,1,0,1,NaN,5
talek,76744,o,21,5,2012,41050,6:18,6:23,1,3,0,1,NaN,5
talek,76926,o,29,5,2012,41058,17:53,18:01,1,1,0,0,0,8
talek,77022,o,2,6,2012,41062,17:29,17:34,1,4,0,1,NaN,5
talek,77099,o,7,6,2012,41067,6:32,8:17,18,6,1,0,3,105
talek,77224,o,14,6,2012,41074,5:49,7:24,39,2,0,0,4,95
talek,77237,k,15,6,2012,41075,17:57,18:53,18,3,1,1,NaN,56
talek,77250,k,16,6,2012,41076,5:52,6:54,20,12,1,0,0,62
talek,77254,o,16,6,2012,41076,5:57,6:53,12,4,0,1,NaN,56
talek,77256,k,16,6,2012,41076,6:59,7:54,22,6,1,0,4,55
talek,77286,k,18,6,2012,41078,5:52,6:43,45,6,1,0,1,51
talek,77290.1,c,18,6,2012,41078,5:49,5:57,2,1,0,1,NaN,8
talek,77348,o,20,6,2012,41080,7:13,7:37,6,3,0,1,0,24
talek,77458,o,29,6,2012,41089,17:51,18:08,4,1,0,1,NaN,17
talek,77479,c,30,6,2012,41090,8:10,8:49,5,6,1,1,0,39
talek,77667,k,10,7,2012,41100,7:42,9:26,24,6,1,0,0,104
talek,77681,k,12,7,2012,41102,6:42,7:24,7,6,1,0,0,42
talek,77684,c,12,7,2012,41102,7:54,8:00,1,4,1,1,NaN,6
talek,77685,o,12,7,2012,41102,8:02,8:07,3,2,0,1,NaN,5
talek,77721,o,14,7,2012,41104,6:44,6:57,1,7,0,1,NaN,13
talek,77724,c,14,7,2012,41104,7:13,8:19,43,6,1,0,6,66
talek,77749,o,15,7,2012,41105,7:50,7:56,5,3,0,1,NaN,6
talek,78360,c,26,8,2012,41147,8:33,9:03,25,9,0,0,0,30
talek,78564,c,17,9,2012,41169,6:16,8:05,28,3,1,0,1,109
talek,78684,o,22,9,2012,41174,9:07,9:34,12,2,0,0,0,27
talek,78795,c,1,10,2012,41183,18:11,19:03,14,1,0,0,6,52
talek,78815,o,3,10,2012,41185,6:09,7:45,26,2,0,0,9,96
talek,78824,o,3,10,2012,41185,17:27,17:32,1,2,0,1,NaN,5
talek,78832,o,3,10,2012,41185,19:05,19:22,12,2,0,0,2,17
talek,79357,k,16,11,2012,41229,7:02,8:05,36,2,1,0,1,63
talek,79432,k,20,11,2012,41233,18:02,18:42,22,1,1,0,0,40
talek,79498,c,25,11,2012,41238,18:13,18:36,8,4,0,0,0,23
talek,79834,c,17,12,2012,41260,6:05,7:49,36,9,1,0,1,104
talek,80003,o,30,12,2012,41273,6:13,6:36,7,2,0,1,NaN,23
talek,80207,k,19,1,2013,41293,6:49,7:41,31,2,1,0,2,52
talek,80249,o,22,1,2013,41296,6:19,6:48,8,5,0,0,0,29
talek,80301,o,24,1,2013,41298,18:43,18:48,1,4,0,1,NaN,5
talek,80411,o,28,1,2013,41302,18:05,18:10,1,4,0,1,0,5
talek,80449,o,1,2,2013,41306,17:32,17:40,4,4,0,1,NaN,8
talek,80511,o,7,2,2013,41312,6:50,6:58,2,4,0,1,NaN,8
talek,81061,o,8,6,2013,41433,6:23,6:42,8,3,0,1,NaN,19
talek,81889,o,6,4,2013,41370,7:03,8:15,2,3,0,0,0,72
talek,82122,o,3,5,2013,41397,7:48,8:02,1,1,0,0,0,14
talek,82209,o,7,5,2013,41401,18:30,18:38,2,3,0,1,0,8
talek,82236,k,8,5,2013,41402,18:27,18:32,9,2,1,0,0,5
talek,82253,o,11,5,2013,41405,19:57,20:02,2,1,0,1,NaN,5
talek,82308,o,14,5,2013,41408,6:07,6:12,1,3,0,1,NaN,5
talek,82394,o,19,5,2013,41413,18:33,18:42,1,3,0,1,NaN,9
talek,82406,c,20,5,2013,41414,6:08,8:09,28,1,0,0,4,121
talek,82472,o,22,5,2013,41416,7:09,7:42,1,4,0,1,NaN,33
talek,82493,c,23,5,2013,41417,6:28,6:38,13,2,1,1,0,10
talek,82549,k,26,5,2013,41420,8:08,8:54,NaN,4,1,0,0,46
talek,84642,o,19,11,2013,41597,6:32,6:51,3,2,0,1,0,19
talek,84818,o,4,12,2013,41612,6:39,7:01,13,1,0,1,NaN,22
talek,84829,o,5,12,2013,41613,6:37,6:53,1,1,0,1,NaN,16
talek,84831,c,5,12,2013,41613,6:56,7:40,10,1,1,1,NaN,44
talek,84930,k,22,12,2013,41630,7:10,8:28,37,2,1,0,3,78
talek,84963,d,24,12,2013,41632,19:00,19:58,26,14,0,0,0,58
